,Source Word,Derived Word,Affix
37294,crank,crankish,-ish
37295,cream,creamish,-ish
37296,criminal,criminalish,-ish
37297,crony,cronyish,-ish
37298,cross,crossish,-ish
37299,cub,cubbish,-ish
37300,cucumber,cucumberish,-ish
37301,cult,cultish,-ish
37302,cunt,cuntish,-ish
37303,cur,currish,-ish
37304,cute,cuteish,-ish
37305,cyberpunk,cyberpunkish,-ish
37306,czar,czarish,-ish
37307,Czech,Czechish,-ish
37308,daddy,daddyish,-ish
37309,daff,daffish,-ish
37310,damp,dampish,-ish
37311,dandy,dandyish,-ish
37312,Daniel_Lambert,Daniel_Lambertish,-ish
37313,Daniel,Danielish,-ish
37314,dank,dankish,-ish
37315,dark,darkish,-ish
37316,daw,dawish,-ish
37317,dead,deadish,-ish
37318,deaf,deafish,-ish
37319,dear,dearish,-ish
37320,December,Decemberish,-ish
37321,decent,decentish,-ish
37322,deep,deepish,-ish
37323,deer,deerish,-ish
37324,democrat,democratish,-ish
37325,demon,demonish,-ish
37326,devil,devilish,-ish
37327,diaper,diaperish,-ish
37328,dick,dickish,-ish
37329,dilettante,dilettantish,-ish
37330,dim,dimish,-ish
37331,dim,dimmish,-ish
37332,dinosaur,dinosaurish,-ish
37333,director,directorish,-ish
37334,dirty,dirtyish,-ish
37335,disco,discoish,-ish
37336,Disney,Disneyish,-ish
37337,Disraeli,Disraelitish,-ish
37338,diva,diva-ish,-ish
37339,divine,divinish,-ish
37340,doctor,doctorish,-ish
37341,dog,doggish,-ish
37342,doll,dollish,-ish
37343,dolt,doltish,-ish
37344,dome,domish,-ish
37345,donkey,donkeyish,-ish
37346,don,donnish,-ish
37347,dork,dorkish,-ish
37348,dote,dotish,-ish
37349,dove,dovish,-ish
37350,dowager,dowagerish,-ish
37351,dowdy,dowdyish,-ish
37352,drab,drabbish,-ish
37353,draff,draffish,-ish
37354,dragon,dragonish,-ish
37355,draw,drawish,-ish
37356,dream,dreamish,-ish
37357,dreg,dreggish,-ish
37358,droll,drollish,-ish
37359,drone,dronish,-ish
37360,droog,droogish,-ish
37361,druid,druidish,-ish
37362,drunk,drunkish,-ish
37363,dry,dryish,-ish
37364,duck,duckish,-ish
37365,dude,dudish,-ish
37366,duffer,dufferish,-ish
37367,dull,dullish,-ish
37368,dumb,dumbish,-ish
37369,dump,dumpish,-ish
37370,dunce,dunceish,-ish
37371,dunce,duncish,-ish
37372,dungeon,dungeonish,-ish
37373,dun,dunnish,-ish
37374,dusk,duskish,-ish
37375,dwarf,dwarfish,-ish
37376,dweeb,dweebish,-ish
37377,early,earlyish,-ish
37378,earth,earthish,-ish
37379,easy,easyish,-ish
37380,eddish,eddish,ed-;-ish
37381,eighteen,eighteenish,-ish
37382,eight,eightish,-ish
37383,eighty,eightyish,-ish
37384,elder,elderish,-ish
37385,eleven,elevenish,-ish
37386,elf,elfish,-ish
37387,elf,elvish,-ish
37388,empty,emptyish,-ish
37389,Angle,English,-ish
37390,English,Englishish,-ish
37391,eremite,eremitish,-ish
37392,essay,essayish,-ish
37393,ether,etherish,-ish
37394,even,evenish,-ish
37395,extravert,extravertish,-ish
37396,extrovert,extrovertish,-ish
37397,faan,faanish,-ish
37398,fad,faddish,-ish
37399,fad,fadish,-ish
37400,fag,faggish,-ish
37401,faint,faintish,-ish
37402,fair,fairish,-ish
37403,fairyland,fairylandish,-ish
37404,fall,fallish,-ish
37405,false,falsish,-ish
37406,fame,fame-ish,-ish
37407,family,familyish,-ish
37408,famous,famousish,-ish
37409,fanboy,fanboyish,-ish
37410,fangirl,fangirlish,-ish
37411,fan,fannish,-ish
37412,farmer,farmerish,-ish
37413,farm,farmish,-ish
37414,fast,fastish,-ish
37415,fat,fattish,-ish
37416,Faulkner,Faulknerish,-ish
37417,fawn,fawnish,-ish
37418,feeble,feeblish,-ish
37419,female,femalish,-ish
37420,fen,fennish,-ish
37421,fever,feverish,-ish
37422,field,fieldish,-ish
37423,fiend,fiendish,-ish
37424,fifteen,fifteenish,-ish
37425,fifty,fiftyish,-ish
37426,film,filmish,-ish
37427,fine,fineish,-ish
37428,finger,fingerish,-ish
37429,Finn,Finnish,-ish
37430,firm,firmish,-ish
37431,fish,fishish,-ish
37432,five,fiveish,-ish
37433,flapper,flapperish,-ish
37434,flat,flattish,-ish
37435,flaxen,flaxenish,-ish
37436,flirt,flirtish,-ish
37437,flounder,flounderish,-ish
37438,fluke,flukish,-ish
37439,flunky,flunkyish,-ish
37440,foal,foalish,-ish
37441,fogey,fogeyish,-ish
37442,fogy,fogyish,-ish
37443,folk,folkish,-ish
37444,folklore,folklorish,-ish
37445,fool,foolish,-ish
37446,football,footballish,-ish
37447,fop,foppish,-ish
37448,forest,forestish,-ish
37449,formal,formalish,-ish
37450,forty,fortyish,-ish
37451,foul,foulish,-ish
37452,four,fourish,-ish
37453,fourteen,fourteenish,-ish
37454,fowl,fowlish,-ish
37455,fox,foxish,-ish
37456,frail,frailish,-ish
37457,Frankenstein,Frankensteinish,-ish
37458,Frank,Frankish,-ish
37459,frat,frattish,-ish
37460,freak,freakish,-ish
37461,free,freeish,-ish
37462,Frank,French,-ish
37463,fresh,freshish,-ish
37464,fribble,fribblish,-ish
37465,Friday,Fridayish,-ish
37466,friend,friendish,-ish
37467,friendly,friendlyish,-ish
37468,frippery,frippish,-ish
37469,frog,froggish,-ish
37470,frump,frumpish,-ish
37471,fuck,fuckish,-ish
37472,full,fullish,-ish
37473,fume,fumish,-ish
37474,fun,funnish,-ish
37475,gad,gaddish,-ish
37476,Gandalf,Gandalfish,-ish
37477,gang,gangish,-ish
37478,gangster,gangsterish,-ish
37479,gaol,gaolish,-ish
37480,garden,gardenish,-ish
37481,gargoyle,gargoyleish,-ish
37482,gargoyle,gargoylish,-ish
37483,gaud,gaudish,-ish
37484,Gaul,Gaulish,-ish
37485,gaum,gaumish,-ish
37486,gawk,gawkish,-ish
37487,gay,gayish,-ish
37488,gazetteer,gazetteerish,-ish
37489,geek,geekish,-ish
37490,geezer,geezerish,-ish
37491,genteel,genteelish,-ish
37492,gentile,gentilish,-ish
37493,gentleman,gentlemanish,-ish
37494,German,Germanish,-ish
37495,gewgaw,gewgawish,-ish
37496,Ghent,Ghentish,-ish
37497,ghetto,ghettoish,-ish
37498,ghost_town,ghost-townish,-ish
37499,ghost,ghostish,-ish
37500,ghoul,ghoulish,-ish
37501,giggle,gigglish,-ish
37502,ginger,gingerish,-ish
37503,gipsy,gipsyish,-ish
37504,giraffe,giraffish,-ish
37505,girlfriend,girlfriendish,-ish
37506,girl,girlish,-ish
37507,gloom,gloomish,-ish
37508,gloomy,gloomyish,-ish
37509,glue,gluish,-ish
37510,glump,glumpish,-ish
37511,glutton,gluttonish,-ish
37512,gnome,gnomish,-ish
37513,goal,goalish,-ish
37514,goat,goatish,-ish
37515,god,goddish,-ish
37516,gold,goldish,-ish
37517,Gollum,gollumish,-ish
37518,good,goodish,-ish
37519,Google,Googlish,-ish
37520,goon,goonish,-ish
37521,gooseberry,gooseberryish,-ish
37522,goose,gooseish,-ish
37523,goose,goosish,-ish
37524,gossip,gossipish,-ish
37525,granny,grannyish,-ish
37526,gray,grayish,-ish
37527,greenhorn,greenhornish,-ish
37528,green,greenish,-ish
37529,Greenland,Greenlandish,-ish
37530,grey,greyish,-ish
37531,griffin,griffinish,-ish
37532,grit,grittish,-ish
37533,group,groupish,-ish
37534,grown,grownish,-ish
37535,gruff,gruffish,-ish
37536,grumpy,grumpish,-ish
37537,guest,guestish,-ish
37538,guidebook,guidebookish,-ish
37539,gull,gullish,-ish
37540,gun,gunnish,-ish
37541,gunpowder,gunpowderish,-ish
37542,guttersnipe,guttersnipish,-ish
37543,guy,guyish,-ish
37544,gypsy,gypsyish,-ish
37545,hacker,hackerish,-ish
37546,hack,hackish,-ish
37547,hag,haggish,-ish
37548,hand,handish,-ish
37549,handy,handyish,-ish
37550,hangover,hangoverish,-ish
37551,happy,happyish,-ish
37552,hard,hardish,-ish
37553,hare,harish,-ish
37554,harpy,harpyish,-ish
37555,haste,hastish,-ish
37556,hawk,hawkish,-ish
37557,head,headish,-ish
37558,heathen,heathenish,-ish
37559,heaven,heavenish,-ish
37560,heavy,heavyish,-ish
37561,Hebrew,Hebreish,-ish
37562,heel,heelish,-ish
37563,Heligoland,Heligolandish,-ish
37564,hell,hellish,-ish
37565,hemp,hempish,-ish
37566,here,hereish,-ish
37567,hick,hickish,-ish
37568,hidalgo,hidalgoish,-ish
37569,high,highish,-ish
37570,hillbilly,hillbillyish,-ish
37571,hill,hillish,-ish
37572,hippy,hippyish,-ish
37573,hipster,hipsterish,-ish
37574,Hitler,Hitlerish,-ish
37575,hobbledehoy,hobbledehoyish,-ish
37576,hobo,hoboish,-ish
37577,hog,hoggish,-ish
37578,Holland,Hollandish,-ish
37579,Hollywood,Hollywoodish,-ish
37580,Holmes,Holmesish,-ish
37581,hometown,hometownish,-ish
37582,home,homish,-ish
37583,honey,honeyish,-ish
37584,hoodlum,hoodlumish,-ish
37585,hooker,hookerish,-ish
37586,hoon,hoonish,-ish
37587,horn,hornish,-ish
37588,hotel,hotelish,-ish
37589,hot,hottish,-ish
37590,hound,houndish,-ish
37591,housewife,housewifish,-ish
37592,hoyden,hoydenish,-ish
37593,huckster,hucksterish,-ish
37594,huff,huffish,-ish
37595,hulk,hulkish,-ish
37596,Hull,Hullish,-ish
37597,human,humanish,-ish
37598,humble,humblish,-ish
37599,humbug,humbuggish,-ish
37600,Hungarian,Hungarish,-ish
37601,hunk,hunkish,-ish
37602,hyp,hyppish,-ish
37603,Iceland,Icelandish,-ish
37604,idiot,idiotish,-ish
37605,idol,idolish,-ish
37606,ill,illish,-ish
37607,imp,impish,-ish
37608,Ind,Indish,-ish
37609,inkhorn,inkhornish,-ish
37610,inland,inlandish,-ish
37611,insider,insiderish,-ish
37612,instructor,instructorish,-ish
37613,intellectual,intellectualish,-ish
37614,introvert,introvertish,-ish
37615,invalid,invalidish,-ish
37616,iron,ironish,-ish
37617,Ishmaelite,Ishmaelitish,-ish
37618,Islamite,Islamitish,-ish
37619,island,islandish,-ish
37620,Israelite,Israelitish,-ish
37621,Italy,Italish,-ish
37622,Jacobite,Jacobitish,-ish
37623,jade,jadish,-ish
37624,Jagger,Jaggerish,-ish
37625,Japan,japannish,-ish
37626,jape,japish,-ish
37627,jargon,jargonish,-ish
37628,jazz,jazzish,-ish
37629,jelly,jellyish,-ish
37630,jerk,jerkish,-ish
37631,Jew,Jewish,-ish
37632,Jewish,Jewishish,-ish
37633,jig,jiggish,-ish
37634,jock,jockish,-ish
37635,John_Bull,John_Bullish,-ish
37636,joke,jokish,-ish
37637,joy,joyish,-ish
37638,Jute,Jutish,-ish
37639,Jutland,Jutlandish,-ish
37640,keck,keckish,-ish
37641,keckle,kecklish,-ish
37642,Kent,Kentish,-ish
37643,Kentucky,Kentuckyish,-ish
37644,kern,kernish,-ish
37645,kerosene,kerosenish,-ish
37646,kid,kiddish,-ish
37647,kite,kitish,-ish
37648,kitten,kittenish,-ish
37649,kittle,kittlish,-ish
37650,klezmer,klezmerish,-ish
37651,klutz,klutzish,-ish
37652,knack,knackish,-ish
37653,knap,knappish,-ish
37654,knave,knavish,-ish
37655,knee-jerk,knee-jerkish,-ish
37656,knucklehead,knuckleheadish,-ish
37657,kook,kookish,-ish
37658,Koran,Koranish,-ish
37659,Kurd,Kurdish,-ish
37660,lad,laddish,-ish
37661,lady,ladyish,-ish
37662,lake,lakish,-ish
37663,Lamanite,Lamanitish,-ish
37664,lamb,lambish,-ish
37665,lame,lamish,-ish
37666,land,landish,-ish
37667,landlady,landladyish,-ish
37668,landlord,landlordish,-ish
37669,Lapland,Laplandish,-ish
37670,Lapp,Lappish,-ish
37671,large,largeish,-ish
37672,large,largish,-ish
37673,lark,larkish,-ish
37674,late,lateish,-ish
37675,late,latish,-ish
37676,lavender,lavenderish,-ish
37677,lazy,lazyish,-ish
37678,leader,leaderish,-ish
37679,lead,leadish,-ish
37680,lede,ledish,-ish
37681,leek,leekish,-ish
37682,left,leftish,-ish
37683,leg,leggish,-ish
37684,lemon,lemonish,-ish
37685,Lennon,Lennonish,-ish
37686,leprechaun,leprechaunish,-ish
37687,lesbian,lesbianish,-ish
37688,Lett,Lettish,-ish
37689,liberal,liberalish,-ish
37690,libertarian,libertarianish,-ish
37691,light,lightish,-ish
37692,like,likish,-ish
37693,Limburg,Limburgish,-ish
37694,limp,limpish,-ish
37695,lion,lionish,-ish
37696,Lisp,Lispish,-ish
37697,little,littlish,-ish
37698,liver,liverish,-ish
37699,life,livish,-ish
37700,loafer,loaferish,-ish
37701,lobster,lobsterish,-ish
37702,local,localish,-ish
37703,loft,loftish,-ish
37704,Lolita,Lolitaish,-ish
37705,Lombard,Lombardish,-ish
37706,London,Londonish,-ish
37707,long,longish,-ish
37708,loose,loosish,-ish
37709,lord,lordish,-ish
37710,loser,loserish,-ish
37711,loud,loudish,-ish
37712,lout,loutish,-ish
37713,love,lovish,-ish
37714,low,lowish,-ish
37715,lukewarm,lukewarmish,-ish
37716,lump,lumpish,-ish
37717,lunk,lunkish,-ish
37718,lusk,luskish,-ish
37719,Luxembourg,Luxembourgish,-ish
37720,madam,madamish,-ish
37721,mad,maddish,-ish
37722,magenta,magentaish,-ish
37723,maggot,maggotish,-ish
37724,maiden,maiden-auntish,-ish
37725,maiden,maidenish,-ish
37726,maid,maidish,-ish
37727,mainstream,mainstreamish,-ish
37728,Mammon,mammonish,-ish
37729,man,mannish,-ish
37730,Twain,Mark_Twainish,-ish
37731,maroon,maroonish,-ish
37732,marrow,marrowish,-ish
37733,mere,marsh,-ish
37734,Mary_Sue,Mary_Sueish,-ish
37735,masquerade,masqueradish,-ish
37736,matter-of-fact,matter-of-factish,-ish
37737,mature,maturish,-ish
37738,Maugham,Maughamish,-ish
37739,mauve,mauvish,-ish
37740,mawk,mawkish,-ish
37741,McDonald,McDonaldish,-ish
37742,mean,meanish,-ish
37743,meat,meatish,-ish
37744,Mecklenburg,Mecklenburgish,-ish
37745,mellow,mellowish,-ish
37746,memoir,memoirish,-ish
37747,men,mennish,-ish
37748,mentor,mentorish,-ish
37749,mermaid,mermaidish,-ish
37750,Midianite,Midianitish,-ish
37751,midnight,midnightish,-ish
37752,mild,mildish,-ish
37753,milk,milkish,-ish
37754,milksop,milksoppish,-ish
37755,minion,minionish,-ish
37756,minor,minorish,-ish
37757,minx,minxish,-ish
37758,miss,missish,-ish
37759,missy,missyish,-ish
37760,misty,mistyish,-ish
37761,mix,mixish,-ish
37762,Moabite,Moabitish,-ish
37763,mob,mobbish,-ish
37764,mock,mockish,-ish
37765,model,modelish,-ish
37766,modern,modernish,-ish
37767,mode,modish,-ish
37768,moist,moistish,-ish
37769,mommy,mommyish,-ish
37770,Monday,Mondayish,-ish
37771,monkey,monkeyish,-ish
37772,monk,monkish,-ish
37773,monogamous,monogamish,-ish
37774,monthly,monthlyish,-ish
37775,mood,moodish,-ish
37776,mook,mookish,-ish
37777,moon,moonish,-ish
37778,Moor,Moorish,-ish
37779,moor,moorish,-ish
37780,mope,mopish,-ish
37781,more,moreish,-ish
37782,mother,motherish,-ish
37783,mountebank,mountebankish,-ish
37784,mucker,muckerish,-ish
37785,muddy,muddyish,-ish
37786,muff,muffish,-ish
37787,muggy,muggish,-ish
37788,mugwump,mugwumpish,-ish
37789,mule,mulish,-ish
37790,mummy,mummyish,-ish
37791,mump,mumpish,-ish
37792,Muslim,Muslimish,-ish
37793,Mussulman,Mussulmanish,-ish
37794,nabob,nabobish,-ish
37795,nanny,nannyish,-ish
37796,nap,nappish,-ish
37797,narrow,narrowish,-ish
37798,near,nearish,-ish
37799,neat,neatish,-ish
37800,nerd,nerdish,-ish
37801,nerve,nervish,-ish
37802,Netherlands,Netherlandish,-ish
37803,new_lad,new_laddish,-ish
37804,new,newish,-ish
37805,newspaper,newspaperish,-ish
37806,nice,niceish,-ish
37807,niggard,niggardish,-ish
37808,nigger,niggerish,-ish
37809,night,nightish,-ish
37810,nightmare,nightmarish,-ish
37811,nimby,nimbyish,-ish
37812,nincompoop,nincompoopish,-ish
37813,nine,nineish,-ish
37814,nineteen,nineteenish,-ish
37815,ninety,ninetyish,-ish
37816,ninny,ninnyish,-ish
37817,nitpick,nitpickish,-ish
37818,nitwit,nitwittish,-ish
37819,nohow,nohowish,-ish
37820,noir,noirish,-ish
37821,noob,noobish,-ish
37822,noon,noonish,-ish
37823,normal,normalish,-ish
37824,nose,nose-ish,-ish
37825,notebook,notebookish,-ish
37826,novelette,novelettish,-ish
37827,novel,novelish,-ish
37828,November,Novemberish,-ish
37829,now,nowish,-ish
37830,NSFW,NSFWish,-ish
37831,number,numberish,-ish
37832,numpty,numptyish,-ish
37833,nun,nunnish,-ish
37834,nymph,nymphish,-ish
37835,oaf,oafish,-ish
37836,oblong,oblongish,-ish
37837,ochre,ochreish,-ish
37838,ocker,ockerish,-ish
37839,o%27clock,o%27clockish,-ish
37840,October,Octoberish,-ish
37841,oddball,oddballish,-ish
37842,odd,oddish,-ish
37843,off,offish,-ish
37844,ogre,ogreish,-ish
37845,ogre,ogrish,-ish
37846,oik,oikish,-ish
37847,okay,okayish,-ish
37848,OK,OKish,-ish
37849,old_maid,old-maidish,-ish
37850,old_woman,old-womanish,-ish
37851,old,oldish,-ish
37852,one,oneish,-ish
37853,orange,orangeish,-ish
37854,orange,orangish,-ish
37855,orc,Orcish,-ish
37856,orc,orcish,-ish
37857,other,otherish,-ish
37858,otherworld,otherworldish,-ish
37859,otter,otterish,-ish
37860,out_of_town,out-of-townish,-ish
37861,outdoor,outdoorish,-ish
37862,outland,outlandish,-ish
37863,outsider,outsiderish,-ish
37864,oval,ovalish,-ish
37865,over,overish,-ish
37866,owl,owlish,-ish
37867,oyster,oysterish,-ish
37868,pablum,pablumish,-ish
37869,pagan,paganish,-ish
37870,painter,painterish,-ish
37871,pale,palish,-ish
37872,panther,pantherish,-ish
37873,paper,paperish,-ish
37874,parent,parentish,-ish
37875,park,parkish,-ish
37876,parson,parsonish,-ish
37877,party,partyish,-ish
37878,peacock,peacockish,-ish
37879,peak,peakish,-ish
37880,pearl,pearlish,-ish
37881,peck,peckish,-ish
37882,pedophile,pedophilish,-ish
37883,pue,peevish,-ish
37884,pelf,pelfish,-ish
37885,penny_dreadful,penny-dreadfulish,-ish
37886,people,peoplish,-ish
37887,Perl,Perlish,-ish
37888,person,personish,-ish
37889,pet,pettish,-ish
37890,philistine,philistinish,-ish
37891,picayune,picayunish,-ish
37892,Pict,Pictish,-ish
37893,picturesque,picturesquish,-ish
37894,pig,piggish,-ish
37895,pimp,pimpish,-ish
37896,pink,pinkish,-ish
37897,Pinter,Pinterish,-ish
37898,pixie,pixieish,-ish
37899,pixy,pixyish,-ish
37900,plague,plaguish,-ish
37901,plain,plainish,-ish
37902,player,playerish,-ish
37903,pleasant,pleasantish,-ish
37904,plump,plumpish,-ish
37905,Poindexter,poindexterish,-ish
37906,poker,pokerish,-ish
37907,Pole,Polish,-ish
37908,Pollyanna,Pollyannaish,-ish
37909,Pollyanna,Pollyannish,-ish
37910,poltroon,poltroonish,-ish
37911,poor,poorish,-ish
37912,pope,popish,-ish
37913,pop,poppish,-ish
37914,pork,porkish,-ish
37915,poser,poserish,-ish
37916,poseur,poseurish,-ish
37917,postcard,postcardish,-ish
37918,power,powerish,-ish
37919,prank,prankish,-ish
37920,prankster,pranksterish,-ish
37921,prat,prattish,-ish
37922,prelate,prelatish,-ish
37923,pretty,prettyish,-ish
37924,prick,prickish,-ish
37925,priest,priestish,-ish
37926,prig,priggish,-ish
37927,professional,professionalish,-ish
37928,professor,professorish,-ish
37929,proud,proudish,-ish
37930,prude,prudish,-ish
37931,pseud,pseudish,-ish
37932,pub,pubbish,-ish
37933,Puck,puckish,-ish
37934,pudding,puddingish,-ish
37935,pug,puggish,-ish
37936,puke,pukish,-ish
37937,pulp,pulpish,-ish
37938,pulpit,pulpitish,-ish
37939,punk,punkish,-ish
37940,puppet,puppetish,-ish
37941,puppy,puppyish,-ish
37942,purple,purplish,-ish
37943,putty,puttyish,-ish
37944,pygmy,pygmyish,-ish
37945,Python,Pythonish,-ish
37946,quack,quackish,-ish
37947,quail,quailish,-ish
37948,quaint,quaintish,-ish
37949,Quaker,Quakerish,-ish
37950,qualm,qualmish,-ish
37951,Quebec,Quebeckish,-ish
37952,queen,queenish,-ish
37953,queer,queerish,-ish
37954,quick,quickish,-ish
37955,quicksilver,quicksilverish,-ish
37956,quiet,quietish,-ish
37957,quip,quippish,-ish
37958,quirk,quirkish,-ish
37959,quiver,quiverish,-ish
37960,raccoon,raccoonish,-ish
37961,radical,radicalish,-ish
37962,rainbow,rainbowish,-ish
37963,raisin,raisinish,-ish
37964,rake,rakish,-ish
37965,ram,rammish,-ish
37966,random,randomish,-ish
37967,rank,rankish,-ish
37968,raptor,raptorish,-ish
37969,rare,rareish,-ish
37970,raspberry,raspberryish,-ish
37971,rasp,raspish,-ish
37972,rather,ratherish,-ish
37973,rat,rattish,-ish
37974,raw,rawish,-ish
37975,recent,recentish,-ish
37976,red,reddish,-ish
37977,redneck,redneckish,-ish
37978,reggae,reggaeish,-ish
37979,Rembrandt,Rembrandtish,-ish
37980,restaurant,restaurantish,-ish
37981,Rhine,Rhenish,-ish
37982,Rhine,Rhinish,-ish
37983,ribald,ribaldish,-ish
37984,rich,richish,-ish
37985,riffraff,riffraffish,-ish
37986,rig,riggish,-ish
37987,right,rightish,-ish
37988,rigmarole,rigmarolish,-ish
37989,ripe,ripeish,-ish
37990,road,roadish,-ish
37991,robber,robberish,-ish
37992,rocker,rockerish,-ish
37993,rock,rockish,-ish
37994,Rockwell,Rockwellish,-ish
37995,rogue,roguish,-ish
37996,roller_coaster,roller-coasterish,-ish
37997,Roman,Romanish,-ish
37998,Rome,Romish,-ish
37999,romp,rompish,-ish
38000,rooster,roosterish,-ish
38001,rope,ropish,-ish
38002,rose,rosish,-ish
38003,rough,roughish,-ish
38004,round,roundish,-ish
38005,rout,routish,-ish
38006,rowdy,rowdyish,-ish
38007,rubber,rubberish,-ish
38008,rube,rubish,-ish
38009,ruddy,ruddyish,-ish
38010,rude,rudish,-ish
38011,ruffian,ruffianish,-ish
38012,rum,rummish,-ish
38013,rune,runish,-ish
38014,runt,runtish,-ish
38015,rusty,rustyish,-ish
38016,rut,ruttish,-ish
38017,sad,saddish,-ish
38018,safe,safeish,-ish
38019,saint,saintish,-ish
38020,sallow,sallowish,-ish
38021,salmon,salmonish,-ish
38022,salt,saltish,-ish
38023,salty,saltyish,-ish
38024,same,sameish,-ish
38025,sand,sandish,-ish
38026,sandpaper,sandpaperish,-ish
38027,sandy,sandyish,-ish
38028,sans-culotte,sans-culottish,-ish
38029,satan,satanish,-ish
38030,savant,savantish,-ish
38031,scaffold,scaffoldish,-ish
38032,scam,scammish,-ish
38033,scamp,scampish,-ish
38034,scapegoat,scapegoatish,-ish
38035,scarecrow,scarecrowish,-ish
38036,schoolbook,schoolbookish,-ish
38037,schoolboy,schoolboyish,-ish
38038,schoolgirl,schoolgirlish,-ish
38039,school,schoolish,-ish
38040,schoolmarm,schoolmarmish,-ish
38041,schoolmaster,schoolmasterish,-ish
38042,schoolmiss,schoolmissish,-ish
38043,schoolteacher,schoolteacherish,-ish
38044,schoolyard,schoolyardish,-ish
38045,Scot,Scotish,-ish
38046,Scot,Scottish,-ish
38047,self,selfish,-ish
38048,September,Septemberish,-ish
38049,serf,serfish,-ish
38050,sermon,sermonish,-ish
38051,seven,sevenish,-ish
38052,seventeen,seventeenish,-ish
38053,seventy,seventyish,-ish
38054,shadow,shadowish,-ish
38055,shallow,shallowish,-ish
38056,sham,shammish,-ish
38057,shark,sharkish,-ish
38058,sharp,sharpish,-ish
38059,sheep,sheepish,-ish
38060,Shemite,Shemitish,-ish
38061,shepherd,shepherdish,-ish
38062,Sherlock_Holmes,Sherlock_Holmesish,-ish
38063,Sherlock,Sherlockish,-ish
38064,Shetland,Shetlandish,-ish
38065,shop,shoppish,-ish
38066,short,shortish,-ish
38067,show,showish,-ish
38068,showman,showmanish,-ish
38069,shrewd,shrewdish,-ish
38070,shrew,shrewish,-ish
38071,shrill,shrillish,-ish
38072,shy,shyish,-ish
38073,shyster,shysterish,-ish
38074,sick,sickish,-ish
38075,sieve,sievish,-ish
38076,silent,silentish,-ish
38077,silly,sillyish,-ish
38078,silver,silverish,-ish
38079,similar,similarish,-ish
38080,life,simple-lifeish,-ish
38081,sinew,sinewish,-ish
38082,sissy,sissyish,-ish
38083,sitcom,sitcomish,-ish
38084,sitcom,sitcommish,-ish
38085,six,sixish,-ish
38086,sixteen,sixteenish,-ish
38087,sixties,sixtiesish,-ish
38088,sixty,sixtyish,-ish
38089,skinny,skinnyish,-ish
38090,skitter,skitterish,-ish
38091,skite,skittish,-ish
38092,skunk,skunkish,-ish
38093,sky,skyish,-ish
38094,slacker,slackerish,-ish
38095,slang,slangish,-ish
38096,slan,slannish,-ish
38097,slapstick,slapstickish,-ish
38098,slave,slavish,-ish
38099,sleek,sleekish,-ish
38100,sleep,sleepish,-ish
38101,slight,slightish,-ish
38102,slime,slimish,-ish
38103,slim,slimmish,-ish
38104,slob,slobbish,-ish
38105,Slovak,Slovakish,-ish
38106,slow,slowish,-ish
38107,slug,sluggish,-ish
38108,slut,sluttish,-ish
38109,sly,slyish,-ish
38110,Slytherin,Slytherinish,-ish
38111,small-town,small-townish,-ish
38112,small,smallish,-ish
38113,smart,smartish,-ish
38114,smile,smilish,-ish
38115,smittle,smittlish,-ish
38116,smooth,smoothish,-ish
38117,snail,snailish,-ish
38118,snake,snakish,-ish
38119,snap,snappish,-ish
38120,snark,snarkish,-ish
38121,snarl,snarlish,-ish
38122,sneak,sneakish,-ish
38123,snip,snippish,-ish
38124,snob,snobbish,-ish
38125,snoopy,snoopish,-ish
38126,snout,snoutish,-ish
38127,snow,snowish,-ish
38128,snub,snubbish,-ish
38129,snug,snuggish,-ish
38130,so-so,so-soish,-ish
38131,soft,softish,-ish
38132,solid,solidish,-ish
38133,song,songish,-ish
38134,son,sonnish,-ish
38135,soon,soonish,-ish
38136,soot,sootish,-ish
38137,thumb,sore-thumbish,-ish
38138,sorry,sorryish,-ish
38139,sot,sottish,-ish
38140,soubrette,soubrettish,-ish
38141,soul,soulish,-ish
38142,sour,sourish,-ish
38143,southern,southernish,-ish
38144,spade,spadish,-ish
38145,spark,sparkish,-ish
38146,spic,spicish,-ish
38147,spider,spiderish,-ish
38148,spinster,spinsterish,-ish
38149,spirit,spiritish,-ish
38150,spite,spitish,-ish
38151,spiv,spivish,-ish
38152,spiv,spivvish,-ish
38153,spleen,spleenish,-ish
38154,Spock,Spockish,-ish
38155,spunk,spunkish,-ish
38156,squab,squabbish,-ish
38157,squall,squallish,-ish
38158,square,squarish,-ish
38159,squeamous,squeamish,-ous;-ish
38160,squirm,squirmish,-ish
38161,squirrel,squirrelish,-ish
38162,stalker,stalkerish,-ish
38163,stalk,stalkish,-ish
38164,standard,standardish,-ish
38165,stand_off,standoffish,-ish
38166,Star_Trek,Star_Trekkish,-ish
38167,stark,starkish,-ish
38168,star,starrish,-ish
38169,start,startish,-ish
38170,startle,startlish,-ish
38171,steampunk,steampunkish,-ish
38172,steep,steepish,-ish
38173,stew,stewish,-ish
38174,stickler,sticklerish,-ish
38175,stiff,stiffish,-ish
38176,stilt,stiltish,-ish
38177,stock,stockish,-ish
38178,stone,stonish,-ish
38179,storybook,storybookish,-ish
38180,stout,stoutish,-ish
38181,straight,straightish,-ish
38182,strawberry,strawberryish,-ish
38183,strict,strictish,-ish
38184,stripper,stripperish,-ish
38185,strong,strongish,-ish
38186,student,studentish,-ish
38187,stupid,stupidish,-ish
38188,style,stylish,-ish
