Affix,Source Word,Derived Word
-ist,vacation,vacationist
-able,condone,condonable
-able,broil,broilable
-al,postcondition,postconditional
-ing,rabble,rabbling
-ly,coital,coitally
-ly,relic,relicly
-ed,flushboard,flushboarded
-ic,ciliopathy,ciliopathic
-ally,halieutic,halieutically
-ly,naval,navally
-ie,drug,druggie
-ship,landlord,landlordship
-ly,crusty,crustily
-like,grenade,grenadelike
-ation,mercury,mercuriation
-y,satin,satiny
-dom,boss,bossdom
-ian,Knox,Knoxian
-ian,Luton,Lutonian
-ian,bismuth,bismuthian
-ation,centrifuge,centrifugation
-y,arrow,arrowy
-y,smear,smeary
-ly,dying,dyingly
-ly,crouse,crousely
-y,breast,breasty
-able,grip,grippable
-al,monologue,monologual
-ic,aptamer,aptameric
-an,Padania,Padanian
-y,doughnut,doughnutty
-ic,planisphere,planispheric
-ly,navigable,navigably
-ly,feminist,feministly
-ly,chearful,chearfully
-ation,phlebotomize,phlebotomization
-s,Philip,Philps
-ist,bayan,bayanist
-ly,operant,operantly
-ian,Peoria,Peorian
-ic,literalist,literalistic
-ally,nonchromatic,nonchromatically
-ic,goniatite,goniatitic
-ly,self-willed,self-willedly
-ly,transpositive,transpositively
-ish,pug,puggish
-ly,delible,delibly
-like,snow,snowlike
-al,substrate,substratal
-osis,hemosiderin,hemosiderosis
-ed,old_sight,oldsightedness
-al,matriarch,matriarchal
-ally,geognostic,geognostically
-ian,comedy,comedian
-ly,musculoskeletal,musculoskeletally
-s,Leonid,Leonids
-y,pimple,pimply
-ly,irrigable,irrigably
-able,package,packageable
-ed,serif,serifed
-al,Oedipus,Oedipal
-ish,sitcom,sitcommish
-ish,Slytherin,Slytherinish
-like,canyon,canyonlike
-ous,Orthoptera,orthopterous
-ic,parablast,parablastic
-ly,victorious,victoriously
-ish,right,rightish
-ly,fugacious,fugaciously
-y,rabbit,rabbity
-y,acid,acidy
-ly,odourless,odourlessly
-age,prop,proppage
-ic,autopsy,autopsic
-ie,love,lovie
-able,reflexivize,reflexivizable
-ly,anterodorsal,anterodorsally
-able,relaunch,relaunchable
-like,town,townlike
-ish,thick,thickish
-al,placode,placodal
-al,civilisation,civilisational
-ish,camel,camelish
-ist,requisition,requisitionist
-ous,papule,papulous
-ly,communal,communally
-able,surcharge,surchargeable
-ist,phenomenal,phenomenalist
-ic,ballad,balladic
-ic,satrap,satrapic
-ed,overcoat,overcoated
-ly,uncritical,uncritically
-ie,cum,cummie
-y,leek,leeky
-ing,kart,karting
-an,Salieri,Salierian
-ly,dandy,dandily
-ian,Sindbad,Sindbadian
-y,crinkle,crinkly
-ie,normal,normie
-ist,palaeology,palaeologist
-ly,sycophant,sycophantly
-y,breadcrumb,breadcrumby
-ally,autonomic,autonomically
-ly,egressive,egressively
-able,cycle,cyclable
-ed,surcingle,surcingled
-al,feature,featural
-ed,stair,staired
-like,road,roadlike
-like,chasm,chasmlike
-ed,on-loan,on-loaned
-ly,spectacular,spectacularly
-ally,polymathic,polymathically
-ally,plesiomorphic,plesiomorphically
-ing,point,pointing
-ly,frownless,frownlessly
-ly,prepotent,prepotently
-ally,photovoltaic,photovoltaically
-ly,flailing,flailingly
-ly,monopolar,monopolarly
-ly,stooping,stoopingly
-like,housewife,housewifelike
-ly,mistrusting,mistrustingly
-ly,gustatory,gustatorily
-ly,nodose,nodosely
-ly,headed,headedly
-ly,gurgling,gurglingly
-ic,myokymia,myokymic
-al,fact,factual
-ly,countable,countably
-ly,plashing,plashingly
-ly,racialistic,racialistically
-s,gram,grams
-ic,marasmus,marasmic
-like,sky,skylike
-ed,beclock,beclocked
-ian,Falstaff,Falstaffian
-ous,Bromeliaceae,bromeliaceous
-ly,remunerative,remuneratively
-ally,isorhythmic,isorhythmically
-ly,purported,purportedly
-ly,unconfused,unconfusedly
-ship,senator,senatorship
-ous,Cyperaceae,cyperaceous
-able,download,downloadable
-ly,actorish,actorishly
-ing,salad,salading
-ly,impecunious,impecuniously
-al,pound,poundal
-ly,arbitrary,arbitrarily
-ist,machinima,machinimist
-ie,scale,scalie
-ly,polyphonous,polyphonously
-ally,hydroponic,hydroponically
-ly,skeletal,skeletally
-ous,Menispermaceae,menispermaceous
-aholic,rush,rushaholic
-able,tweet,tweetable
-aholic,word,wordaholic
-y,luck,lucky
-ly,calculating,calculatingly
-like,pain,painlike
-ly,wholesome,wholesomely
-ly,heartsome,heartsomely
-ly,displeasant,displeasantly
-ally,cinematographic,cinematographically
-y,nuts,nutsy
-ly,restorative,restoratively
-ic,hypergamy,hypergamic
-ic,magnetosphere,magnetospheric
-al,cantillation,cantillational
-ly,earnest,earnestly
-ly,quibbling,quibblingly
-ie,-ie,Ozzie
-ly,skew,skewly
-al,conformation,conformational
-an,Nebraska,Nebraskan
-an,Empedocles,Empedoclean
-ic,bibliography,bibliographic
-able,presume,presumable
-ly,sentimental,sentimentally
-ly,visional,visionally
-ally,intratelencephalic,intratelencephalically
-an,Savage,Savagean
-ed,encrimson,encrimsoned
-ly,selectional,selectionally
-ical,orthoepy,orthoepical
-like,cloud,cloudlike
-ly,uncoercive,uncoercively
-ed,bewing,bewinged
-osis,granulocyte,granulocytosis
-ous,anasarca,anasarcous
-ish,beast,beastish
-ly,leggy,leggily
-ly,spousal,spousally
-ic,phenocryst,phenocrystic
-ic,ergoline,ergolinic
-ly,idolatrous,idolatrously
-able,mould,mouldable
-ly,periaqueductal,periaqueductally
-ish,gaol,gaolish
-ship,mean,meanship
-ly,present,presently
-ly,disempowering,disempoweringly
-ly,perimenstrual,perimenstrually
-able,thank,thankable
-ie,paste,pastie
-y,schmutz,schmutzy
-ator,comment,commentator
-ish,hick,hickish
-like,waiter,waiterlike
-ly,tipsy,tipsily
-able,sustain,sustainable
-al,fantastic,fantastical
-al,insolation,insolational
-ly,intracameral,intracamerally
-ally,diagenetic,diagenetically
-y,ideotype,idiotypy
-ic,Briton,Brittonic
-able,imprison,imprisonable
-ly,shiny,shinily
-ly,transmodal,transmodally
-ly,ripe,ripely
-ie,Microsoft,Microsoftie
-ist,Gotham,Gothamist
-adic,zero,zeroadic
-al,soror,sororal
-like,ship,shiplike
-ly,gormless,gormlessly
-y,insect,insecty
-ly,ungreedy,ungreedily
-an,Mauritius,Mauritian
-al,ecumenic,ecumenical
-ly,flouncy,flouncily
-ic,oxide,oxidic
-ic,polaron,polaronic
-ist,Nestorian,Nestorianist
-ship,colleague,colleagueship
-able,tow,towable
-ation,compromise,compromisation
-osis,aluminum,aluminosis
-ly,gagging,gaggingly
-like,chain,chainlike
-ist,selection,selectionist
-ic,achondrite,achondritic
-ship,graduate,graduateship
-ist,entry,entryist
-ly,extrajudicial,extrajudicially
-like,rug,ruglike
-ic,enteroscopy,enteroscopic
-dom,insider,insiderdom
-like,array,arraylike
-ly,grandiose,grandiosely
-ation,nun,nunnation
-s,Hitchcock,Hitchcox
-ing,career,careering
-ly,corporeal,corporeally
-y,dope,dopey
-able,study,studiable
-ical,phytocoenology,phytocoenological
-ed,hake,haked
-ie,present,pressie
-able,relax,relaxable
-y,school,schooly
-ly,semisimple,semisimply
-ist,inkhorn,inkhornist
-ation,glutamyl,glutamylation
-ally,psychoenergetic,psychoenergetically
-like,breath,breathlike
-ly,misdirected,misdirectedly
-ly,analytical,analytically
-al,postfix,postfixal
-ly,infant,infantly
-ly,chugging,chuggingly
-ly,rancorous,rancorously
-able,say,sayable
-ation,itemise,itemisation
-al,eterne,eternal
-ally,pudic,pudically
-al,circumnavigation,circumnavigational
-ly,transnasal,transnasally
-ly,synonymous,synonymously
-ally,symplectic,symplectically
-y,old-time,old-timey
-able,celebrate,celebratable
-al,friction,frictional
-ian,Einstein,Einsteinian
-ed,disprize,disprized
-ly,immunohistopathological,immunohistopathologically
-like,victim,victimlike
-ist,mobile,mobilist
-ist,pulmonology,pulmonologist
-ie,cube,cubie
-ist,puritan,puritanist
-ly,skulking,skulkingly
-ic,Iran,Iranic
-able,anthropomorphize,anthropomorphizable
-ly,renowned,renownedly
-ly,conspiratory,conspiratorily
-ly,mortifying,mortifyingly
-ian,Congreve,Congrevian
-y,peach,peachy
-ette,spinner,spinnerette
-ly,nerveless,nervelessly
-able,render,renderable
-y,fact,facty
-ic,martyrology,martyrologic
-ability,dewater,dewaterability
-ly,luminescent,luminescently
-y,maggot,maggoty
-ly,quenchless,quenchlessly
-ly,diphthongal,diphthongally
-ally,noematic,noematically
-ly,baffling,bafflingly
-ic,sumbul,sumbulic_acid
-able,scissor,scissorable
-y,nude,nudey
-ly,huffing,huffingly
-ly,tangled,tangledly
-y,amper,ampery
-age,reef,reefage
-ed,quagmire,quagmired
-ed,befin,befinned
-ly,pallid,pallidly
amphi-,-phyte,amphiphyte
-ly,camp,camply
-ly,snippy,snippily
-al,education,educational
-ly,nonindustrial,nonindustrially
-able,impassion,impassionable
-ly,letter,letterly
-ly,pseudonymous,pseudonymously
-able,chew,chewable
-an,Meropidae,meropidan
-y,loss,lossy
-ing,liver,livering
-ly,stadial,stadially
-ical,theurgy,theurgical
-ic,pluviography,pluviographic
-like,methane,methanelike
-ly,fundamental,fundamentally
-ie,Doug,Dougie
-an,cladocera,cladoceran
-ship,orphan,orphanship
-like,mansion,mansionlike
-ist,syndical,syndicalist
obsidere,obsidio,obsidional
-ly,pranking,prankingly
-able,unsanctify,unsanctifiable
-ally,melodramatic,melodramatically
-ish,radical,radicalish
-ly,unamusing,unamusingly
-ed,deuce,deuced
-y,turd,turdy
-like,shrine,shrinelike
-ation,hydrolyse,hydrolysation
-age,client,clientage
-ly,junctional,junctionally
-ly,untactful,untactfully
-ic,Dalriada,Dalriadic
-ic,eucatastrophe,eucatastrophic
-ly,waifish,waifishly
-ly,distemperate,distemperately
-like,vinegar,vinegarlike
-ship,commandant,commandantship
-y,limb,limby
-ability,rectify,rectifiability
-ly,piggy,piggily
-ly,unclouded,uncloudedly
-oid,hernia,hernioid
-ship,nawab,nawabship
-able,summarize,summarizable
-ic,seston,sestonic
-ship,captayne,captayneship
-ally,philanthropic,philanthropically
-ish,better,betterish
-ist,chloroform,chloroformist
-y,peacock,peacocky
-ish,burr,burrish
-ship,odd,oddship
-an,cavibelonia,cavibelonian
-y,chump,chumpy
-ly,preferable,preferably
-ly,pictorial,pictorially
-like,concert,concertlike
-ish,back-end,backendish
-ally,multiorgasmic,multiorgasmically
-ly,preliminary,preliminarily
-ly,detersive,detersively
-ie,mouse,mousie
-ly,isolable,isolably
-ian,Atwood,Atwoodian
-ation,infix,infixation
-ly,extensive,extensively
-ic,operetta,operettic
-ly,insider,insiderly
-ic,troglobite,troglobitic
-ly,barren,barrenly
-able,repartition,repartitionable
-ish,Kentucky,Kentuckyish
-ed,duty,dutied
-y,gaum,gaumy
-ic,heliochromy,heliochromic
-ish,dun,dunnish
-an,Malawi,Malawian
-y,onion,oniony
-able,resize,resizable
-ish,four,fourish
-ship,inventor,inventorship
-ed,Homburg,Homburged
-ic,indoxyl,indoxylic
-ly,lucky,luckily
-an,Dermaptera,dermapteran
-able,bruise,bruisable
-y,block,blocky
-like,mainframe,mainframelike
-al,anticline,anticlinal
-able,refuel,refuellable
-ly,strait,straitly
-able,inhale,inhalable
-ally,aseismic,aseismically
-ic,hadron,hadronic
-ly,meet,meetly
-y,waffle,waffly
-ly,impassive,impassively
-ly,vertebral,vertebrally
-dom,bear,beardom
-ic,gonad,gonadic
-an,Mencius,Mencian
-ic,carmine,carminic
-ly,instigating,instigatingly
anti-,-ic,antalgic
-ally,dadaistic,dadaistically
-n,Abissinia,Abissinian
-al,isocheim,isocheimal
-ly,balmy,balmily
-like,paste,pastelike
-ic,myelitis,myelitic
-ly,lacerating,laceratingly
-able,nourish,nourishable
-an,Sumatra,Sumatran
-ly,shirty,shirtily
-ic,Gadus,gadic
-ist,Balto-Slavic,Balto-Slavicist
-ist,theosophy,theosophist
-s,mother_sauce,mother_sauces
-ed,besandal,besandaled
-ly,canny,cannily
-ed,hackney,hackneyed
-like,armor,armorlike
-ly,faggy,faggily
-al,percussion,percussional
-ly,reverent,reverently
-ed,ivory,ivoried
-ally,automatic,automatically
-like,fission,fissionlike
-ly,multifaceted,multifacetedly
-ie,Sam,Sammie
-ly,wild,wildly
-ly,adversarial,adversarially
-able,inspect,inspectable
-ation,pyramidalize,pyramidalization
-ly,soppy,soppily
-ic,Malabar,Malabaric
-ly,overeager,overeagerly
-ly,half-assed,half-assedly
-ly,unchivalrous,unchivalrously
-y,jet,jetty
-al,telementation,telementational
-al,amoeba,amoebal
-able,catheterize,catheterizable
-like,monopoly,monopolylike
-ical,adenology,adenological
-like,judge,judgelike
-ist,dial,diallist
-able,carry,carriable
-ed,fluoride,fluorided
-ally,hyponymic,hyponymically
-able,submit,submittable
-ability,document,documentability
-like,chimpanzee,chimpanzeelike
-ly,lamentable,lamentably
-ly,micromechanical,micromechanically
-like,muslin,muslinlike
-ability,arrest,arrestability
-like,wallet,walletlike
-al,contribution,contributional
-ling,grub,grubling
-ship,raja,rajaship
-ing,gunkhole,gunkholing
-ly,ungentle,ungently
-ly,dove,dovely
-able,match,matchable
-ed,briar,briared
stanno-,-ian,stannian
-ly,bungling,bunglingly
-ic,blastophore,blastophoric
-ly,epidemiological,epidemiologically
-ist,feudal,feudalist
-able,hot-swap,hot-swappable
-ally,optimistic,optimistically
-an,Coventry,Coventrian
-able,accuse,accusable
-ist,structural,structuralist
-ly,overearnest,overearnestly
-ic,cholecyst,cholecystic
-ing,east,easting
-y,hobnob,hobnobby
-ing,lore,loring
-ally,irrhythmic,irrhythmically
ichthy-,-ic,ichthyic
-ly,darkening,darkeningly
-ish,drone,dronish
-ly,droning,droningly
-ish,rank,rankish
-ish,Sunday,Sundayish
-ed,nonassert,nonasserted
-ing,awn,awning
-ic,arsis,arsic
-ly,supported,supportedly
-ed,knickerbocker,knickerbockered
-ed,butter_fingers,butterfingered
-ic,histiocyte,histiocytic
-ist,Nordic,Nordicist
-ly,realizing,realizingly
-ic,Sudan,Sudanic
-like,antenna,antennalike
-ly,possessing,possessingly
-able,indescribe,indescribable
-ation,gemmule,gemmulation
-y,musk,musky
-ly,transferential,transferentially
-ous,Clavicipitaceae,clavicipitaceous
-y,wamble,wambly
-like,singer,singerlike
-ic,agrology,agrologic
-ous,apophany,apophanous
-ed,besleeve,besleeved
-ly,kind,kindly
-ly,agricultural,agriculturally
-able,ford,fordable
-ian,Rousseau,Rousseauvian
-osis,endometrium,endometriosis
-y,prick,pricky
-ed,timbrel,timbrelled
-like,guardian,guardianlike
-ly,affirmational,affirmationally
-ic,allegory,allegoric
-ally,chromatographic,chromatographically
-ly,sickish,sickishly
-ly,dusty,dustily
-ie,chip,chippie
-ally,orthopantomographic,orthopantomographically
-ic,ego,egoic
-ic,lentus,lentic
-ly,steely,steelily
-ly,transpicuous,transpicuously
-al,sporicide,sporicidal
-y,tower,towery
-ical,Kartvelology,Kartvelological
-ly,uncomputable,uncomputably
-ic,majorite,majoritic
-ation,hydrolyze,hydrolyzation
-al,medication,medicational
-ly,piteous,piteously
-like,journey,journeylike
-y,snivel,snivelly
-able,bioassay,bioassayable
-like,mirror,mirrorlike
-y,sleet,sleety
-able,bounce,bounceable
-ous,corm,cormous
-ly,driving,drivingly
-ly,chieftain,chieftainly
-ly,unfelicitous,unfelicitously
-ing,ghost,ghosting
-ly,pleasurable,pleasurably
-ship,lecture,lectureship
-able,reobtain,reobtainable
-y,facepalm,facepalmy
-ly,forefeeling,forefeelingly
-ability,project,projectability
-ly,infusive,infusively
-o,yup,yuppo
-y,cake,caky
-ed,lore,lored
-ly,dark,darkly
-ed,bowsprit,bowspritted
-ic,hemiacetal,hemiacetalic
-ation,dollarize,dollarization
-an,Browne,Brownean
-ly,ventral,ventrally
-able,reprove,reproveable
-ship,operator,operatorship
-ly,tearing,tearingly
-able,copulate,copulable
-ish,Israelite,Israelitish
-ly,hortative,hortatively
-y,tadpole,taddy
-ist,suppression,suppressionist
-ly,somatosensory,somatosensorily
-ic,prosimetrum,prosimetric
-y,goddess,goddessy
-ly,necessitous,necessitously
-ally,stroboscopic,stroboscopically
-ally,paralytic,paralytically
-oid,German,Germanoid
-ly,unbelieving,unbelievingly
-ian,titanium,titanian
-ability,manage,manageability
-ic,thoughtography,thoughtographic
-ist,devolution,devolutionist
-ly,nonexponential,nonexponentially
-ally,steric,sterically
anthraco-,-osis,anthracosis
-ish,lesbian,lesbianish
-ic,granite,granitic
-ing,twang,twanging
-oid,olecranon,olecranoid
-ing,script,scripting
-ly,janitorial,janitorially
-al,bestow,bestowal
-al,curation,curational
-ly,unimpeachable,unimpeachably
-ly,uninformative,uninformatively
-ly,admissible,admissibly
-ly,heteronormative,heteronormatively
-able,translate,translatable
-able,dam,dammable
-ly,exponential,exponentially
-able,keyboard,keyboardable
-an,sanitary,sanitarian
-able,spook,spookable
-ic,poltergeist,poltergeistic
-like,studio,studiolike
-ic,chromophore,chromophoric
-ian,Janet,Janetian
-ic,liturgy,liturgic
-ly,maternal,maternally
-y,guts,gutsy
-ical,imagology,imagological
-able,content,contentable
-like,knuckle,knucklelike
-oid,Muraena,muraenoid
-able,theorize,theorizable
-aholic,TV,TVaholic
-able,model,modellable
-ic,mutoscope,mutoscopic
-ish,inkhorn,inkhornish
-ic,archipelago,archipelagic
-ie,Ernest,Ernie
-ed,bun,bunned
-ist,vegan,veganist
-ly,indissociable,indissociably
-like,aircraft,aircraftlike
-ly,shitless,shitlessly
-ly,trickling,tricklingly
-ally,cryovolcanic,cryovolcanically
-y,thing,thingy
-like,flesh,fleshlike
-ical,tonology,tonological
-oid,endometrium,endometrioid
-al,supersession,supersessional
-ly,selfish,selfishly
-ally,unangelic,unangelically
-ic,lemniscate,lemniscatic
-al,coronation,coronational
-like,angina,anginalike
-ist,semantic,semanticist
-ally,Quranic,Quranically
-y,trunk,trunky
-ly,defamatory,defamatorily
-ly,slanderous,slanderously
-ability,excuse,excusability
-ly,subcentral,subcentrally
-able,alien,alienable
-ly,confirming,confirmingly
-ist,melancholy,melancholist
-ed,self,selfed
-ian,Eastwood,Eastwoodian
-ish,seven,sevenish
-ly,integrative,integratively
-ian,Hawkes,Hawkesian
-like,submarine,submarinelike
-ly,antitypical,antitypically
-ic,staphylococcus,staphylococcic
-ably,desire,desirably
-ist,Paul,Paulist
-ian,Mongol,Mongolian
-ist,corporeal,corporealist
-ly,burdensome,burdensomely
-y,mast,masty
-able,bonk,bonkable
-like,mobile,mobilelike
-ly,impalpable,impalpably
-ic,hypergeusia,hypergeusic
-like,leprosy,leprosylike
-ic,odontalgia,odontalgic
-ly,circumscriptive,circumscriptively
-ish,snip,snippish
-ation,papule,papulation
-ly,undistinguishable,undistinguishably
-ly,unreserved,unreservedly
-ic,endogamy,endogamic
-like,fen,fenlike
-able,bake,bakable
auro-,-ous,aurous
-ly,tormented,tormentedly
-ly,curatorial,curatorially
-ist,protocol,protocolist
-an,Manduria,Mandurian
-ian,Gibbon,Gibbonian
-ly,trifunctional,trifunctionally
-ly,viable,viably
-ly,coordinative,coordinatively
-ly,discretive,discretively
-ly,virginal,virginally
anto-,-phyte,antophyte
-ing,together,togethering
-ly,twanging,twangingly
-ation,FAFIA,fafiation
-ly,unharmful,unharmfully
-able,emotion,emotionable
-al,amentia,amential
-able,unbesmirch,unbesmirchable
-ly,exploratory,exploratorily
-al,superrotation,superrotational
-ing,vertex,vertexing
-al,auris,aural
-ing,noshore,noshoring
-ly,unsearchable,unsearchably
-ian,Carolina,North_Carolinian
-ly,piffling,pifflingly
-ly,percutaneous,percutaneously
-y,blancmange,blancmangey
-ly,behavioral,behaviorally
-ation,factorize,factorization
-ly,masturbatory,masturbatorily
-ly,bilabial,bilabially
-ly,sithing,sithingly
-y,schlub,schlubby
-like,pollen,pollenlike
-ly,versatile,versatilely
-ation,explicit,explicitation
-ly,clamant,clamantly
dia-,-ian,diacranterian
-ly,late,lately
-ship,emissary,emissaryship
-ly,auroral,aurorally
-ly,feline,felinely
-ly,flower,flowerly
-s,blossom,blossoms
-like,sword,swordlike
-able,apologize,apologizable
-ling,cunt,cuntling
-ly,conjugative,conjugatively
-able,control,controllable
-ed,thigh,thighed
-like,fish,fishlike
-ly,entreating,entreatingly
-ation,lobule,lobulation
-ally,argentometric,argentometrically
-ing,tavern,taverning
-ly,north,northly
-ic,glycemia,glycemic
-able,act,actable
-ly,colossal,colossally
-ly,stromal,stromally
-al,palea,paleal
-ing,rosette,rosetting
-y,cauliflower,cauliflowery
-ly,noncyclical,noncyclically
-al,fimbria,fimbrial
-like,porridge,porridgelike
-ly,unappealing,unappealingly
-like,gutter,gutterlike
-al,culturcide,culturcidal
-ship,bold,boldship
-y,mainstream,mainstreamy
-like,intestine,intestinelike
-ly,unable,unably
-ly,nonfinite,nonfinitely
-al,planetoid,planetoidal
-y,textbook,textbooky
-ly,undaunting,undauntingly
-ly,chippy,chippily
-ing,forum,foruming
-oid,cholera,choleroid
-ship,bookman,bookmanship
-osis,arsenic,arsenicosis
-ic,Buddha,Buddhic
-ian,Ruskin,Ruskinian
-ian,Umbriel,Umbrielian
-ling,cub,cubling
-oid,Christian,Christianoid
-ly,multilateral,multilaterally
-ly,immunochemical,immunochemically
-ed,ret,retted
-like,blog,bloglike
-ally,monadic,monadically
-ly,draconian,draconianly
-ly,irruptive,irruptively
-ly,tactile,tactilely
-ly,affirmative,affirmatively
-ly,interfering,interferingly
-like,lath,lathlike
-an,St._Louis,St._Louisan
-ist,Saddam,Saddamist
-ian,Shatner,Shatnerian
-ish,banker,bankerish
-ly,coincident,coincidently
-y,swot,swotty
-ly,author,authorly
-ette,theatre,theatrette
-ian,Spencer,Spencerian
-ous,torment,tormentous
-ed,sachet,sacheted
-ian,Muhammad,Muhammadian
-ist,permacultural,permaculturalist
-ly,gutsy,gutsily
-ly,interconsonantal,interconsonantally
-like,chute,chutelike
-ish,monthly,monthlyish
-ly,enforced,enforcedly
-ed,scarify,scarified
-ly,untiring,untiringly
-ic,holon,holonic
-y,nail,naily
-ie,deal,dealie
-ing,baa,baaing
-ly,nonexplicit,nonexplicitly
-ly,unceremonious,unceremoniously
-ly,pericellular,pericellularly
-ly,obstructed,obstructedly
-al,ecocline,ecoclinal
-y,screech,screechy
-ly,conical,conically
-al,culturecide,culturecidal
-ist,gemology,gemologist
-ly,nonreligious,nonreligiously
-y,sproing,sproingy
-ly,wailful,wailfully
-ly,extracranial,extracranially
-al,diphtheria,diphtherial
-s,knobbly,knobblies
-like,pig,piglike
-like,calculator,calculatorlike
-like,pop,poplike
-ic,karyomorph,karyomorphic
-ly,senatorial,senatorially
-able,atomize,atomizable
-ly,unbloody,unbloodily
-ly,uninfluential,uninfluentially
-al,coquinoid,coquinoidal
hypno-,-oid,hypnoid
-y,squiggle,squiggly
-ly,dietary,dietarily
-ed,rune,runed
-ally,coulombic,coulombically
-ly,bleeding,bleedingly
-y,cupboard,cupboardy
-ly,repellant,repellantly
-like,stripe,stripelike
-y,shift,shifty
-ally,supra-pubic,supra-pubically
bi-,-sexual,bisexual
-ly,cheesy,cheesily
-ly,healing,healingly
-ly,frisky,friskily
-ly,median,medianly
-ic,gentilis,gentilic
-al,rickettsia,rickettsial
-al,cotyledon,cotyledonal
-ly,intransigent,intransigently
-ic,behen,behenic
-ie,rash,rashie
-ing,barefoot,barefooting
-ability,farm,farmability
-y,sylph,sylphy
-ly,quirky,quirkily
-th,twenty-seven,twenty-seventh
-ly,traditional,traditionally
-ist,aerodynamic,aerodynamicist
-ly,intercolonial,intercolonially
-ly,crunching,crunchingly
-like,splinter,splinterlike
-ist,choral,choralist
-ly,corrupt,corruptly
-ian,Usher,Usherian
-ist,tonal,tonalist
-ally,intracelomic,intracelomically
-ally,phylogenomic,phylogenomically
-ly,pecking,peckingly
-ous,chasm,chasmous
-oid,Maia,maioid
fungi-,-cidal,fungicidal
-ally,apathetic,apathetically
-able,toss,tossable
-ly,goodhearted,goodheartedly
-ly,intelligible,intelligibly
-ly,homosocial,homosocially
-al,premonition,premonitional
-ing,larvicide,larviciding
-ly,empty,emptily
-ly,autosomal,autosomally
-ian,Montserrat,Montserratian
-like,board,boardlike
-ian,Balzac,Balzacian
-able,unpin_down,unpindownable
-ly,swerving,swervingly
-ish,buffoon,buffoonish
-ing,footprint,footprinting
-like,bellows,bellowslike
-ly,unending,unendingly
-ly,floral,florally
-al,neointima,neointimal
-ly,unappetising,unappetisingly
-ed,henna,hennaed
-ly,hairless,hairlessly
-like,sitcom,sitcomlike
-al,mission,missional
-ie,Letitia,Lettie
-ie,crime,crimie
-ist,ultrafinitism,ultrafinitist
-ally,myopic,myopically
-ly,facing,facingly
-ly,fiendish,fiendishly
-y,spoiler,spoilery
-ly,minute,minutely
-ly,blockheaded,blockheadedly
-ian,Dunelm,Dunelmian
-ie,horse,horsie
-ly,penal,penally
-al,circumcision,circumcisional
-ly,tolerant,tolerantly
-y,oops,oopsy
-ally,pacifistic,pacifistically
-ly,labored,laboredly
-like,quay,quaylike
-ly,anterodistal,anterodistally
-ed,nostril,nostriled
-ly,posterior,posteriorly
-ist,motet,motettist
-ly,helical,helically
-ly,mutual,mutually
-ed,incline,inclined
-like,vehicle,vehiclelike
-ly,emarginate,emarginately
-ian,Edelman,Edelmanian
-ed,flagstone,flagstoned
-able,refind,refindable
-ly,furious,furiously
-ly,paradoxal,paradoxally
-ation,carbamidomethyl,carbamidomethylation
-ally,bistronomic,bistronomically
-ist,operetta,operettist
-ian,tellurate,telluratian
-ian,Stalin,Stalinian
-ian,Jones,Jonesian
-ly,composer,composerly
-able,swear,swearable
-ly,lacy,lacily
-ly,nifty,niftily
-ly,unalienable,unalienably
-y,swart,swarty
-ic,palatography,palatographic
-ist,unipersonal,unipersonalist
-ly,auspicious,auspiciously
-ly,resumptive,resumptively
-ist,compatible,compatibilist
-ian,Artaud,Artaudian
-ly,perplexing,perplexingly
-ly,sage,sagely
-able,offshore,offshorable
-ly,clammy,clammily
-ly,resonant,resonantly
-ian,Bauer,Bauerian
-ist,distraction,distractionist
-al,conversation,conversational
-ly,unanalytical,unanalytically
-ing,misken,miskenning
sclero-,-ous,sclerous
-ally,accelerometric,accelerometrically
-an,Hebrides,Hebridean
-o,Yid,Yiddo
-like,discussion,discussionlike
-ous,somnifer,somniferous
-ly,shaky,shakily
-ic,atrophy,atrophic
-like,history,historylike
-ic,perfectionist,perfectionistic
-like,nose,noselike
-ly,bioluminescent,bioluminescently
-ation,pressurise,pressurisation
photo-,-ic,photic
-ly,lonely,lonelily
-an,Dominica,Dominican
-ed,shell_suit,shellsuited
-like,engine,enginelike
-ly,giddy,giddily
-able,sheathe,sheathable
-an,Moesia,Moesian
-al,adventitia,adventitial
-ly,appropriative,appropriatively
para-,-phyte,paraphyte
-able,roll_back,rollbackable
-ian,Thomson,Thomsonian
-ship,commander,commandership
-y,stag,staggy
-ly,pigheaded,pigheadedly
-able,cause,causable
-able,tap,tappable
-ist,calotype,calotypist
-able,craft,craftable
-al,pseudopod,pseudopodal
-ic,sarcomere,sarcomeric
-like,tentacle,tentaclelike
-ous,bulb,bulbous
-ly,antimalarial,antimalarially
-al,organization,organizational
-ly,unbeatable,unbeatably
-y,dandruff,dandruffy
-ly,reassuring,reassuringly
-ability,pump,pumpability
-ly,land,landly
-ally,allosteric,allosterically
-ly,bratty,brattily
-y,prawn,prawny
-ic,gingivitis,gingivitic
-ical,nematology,nematological
-ly,bemoaning,bemoaningly
-ly,suppliant,suppliantly
-like,gown,gownlike
-ly,disdaining,disdainingly
-ly,adorkable,adorkably
-ly,unpatronizing,unpatronizingly
-like,bingo,bingolike
-ed,physique,physiqued
-ing,whirlpool,whirlpooling
-ly,unvigorous,unvigorously
-y,wrinkle,wrinkly
-ous,fuscus,fuscous
-y,thread,thready
-an,Liberia,Liberian
